epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,10442.1,0.42768,0.35171,0.80598,0.97297,0.98181,0.98749,0.94345,0.33329,0.21681,0.78958,0.004555,0.004555,0.004555
35,12313.5,0.42318,0.3501,0.80645,0.97699,0.9806,0.98804,0.945,0.33134,0.21368,0.78939,0.00439,0.00439,0.00439
36,14202.9,0.42314,0.34477,0.80532,0.96961,0.98895,0.9881,0.94517,0.33188,0.21258,0.78966,0.004225,0.004225,0.004225
37,16215.5,0.41928,0.34167,0.80607,0.97593,0.98291,0.98829,0.94692,0.32742,0.20958,0.78889,0.00406,0.00406,0.00406
38,3484.76,0.4092,0.32393,0.80356,0.97898,0.98243,0.98892,0.94709,0.3279,0.20694,0.78892,0.003895,0.003895,0.003895
39,5961.98,0.4064,0.32224,0.80191,0.97716,0.98322,0.98875,0.94816,0.3259,0.20698,0.78831,0.00373,0.00373,0.00373
40,8346.42,0.40362,0.31903,0.80274,0.97374,0.98598,0.98884,0.94841,0.32513,0.20551,0.78824,0.003565,0.003565,0.003565
41,10191.3,0.4025,0.3152,0.80139,0.9754,0.98444,0.9885,0.94798,0.32526,0.20652,0.78798,0.0034,0.0034,0.0034
42,11875.4,0.39814,0.31214,0.80216,0.97479,0.98594,0.9888,0.94873,0.32377,0.20378,0.78802,0.003235,0.003235,0.003235
43,13581.4,0.39865,0.30806,0.80074,0.97761,0.98392,0.98906,0.94963,0.32358,0.20302,0.78796,0.00307,0.00307,0.00307
44,15265.9,0.39841,0.30972,0.80222,0.97943,0.98034,0.98866,0.94912,0.32237,0.20271,0.78768,0.002905,0.002905,0.002905
45,16862.5,0.4024,0.31867,0.8021,0.98003,0.98072,0.98899,0.95024,0.3215,0.20049,0.78758,0.00274,0.00274,0.00274
46,18408.3,0.39907,0.31522,0.80266,0.97835,0.98353,0.9893,0.95116,0.31966,0.19835,0.7873,0.002575,0.002575,0.002575
47,19998.9,0.39639,0.30948,0.80136,0.97872,0.98552,0.98968,0.95193,0.31919,0.19638,0.78719,0.00241,0.00241,0.00241
48,21511.9,0.3945,0.30634,0.80165,0.97999,0.98519,0.98993,0.95211,0.31919,0.19461,0.78726,0.002245,0.002245,0.002245
49,23028.1,0.39136,0.30383,0.80109,0.97736,0.98843,0.98971,0.95237,0.31832,0.19484,0.78695,0.00208,0.00208,0.00208
50,24516.9,0.38785,0.29958,0.80049,0.97594,0.98866,0.98961,0.95268,0.31726,0.19428,0.78677,0.001915,0.001915,0.001915
51,25955.2,0.3607,0.24808,0.79331,0.97804,0.98803,0.98986,0.95359,0.31581,0.19272,0.78664,0.00175,0.00175,0.00175
52,1696.49,0.35602,0.24075,0.7929,0.97805,0.98847,0.99005,0.95423,0.31501,0.19082,0.78648,0.001585,0.001585,0.001585
53,3303.94,0.35199,0.23747,0.7918,0.98217,0.98627,0.99058,0.9554,0.31364,0.18803,0.78625,0.00142,0.00142,0.00142
54,8535.64,0.34978,0.2332,0.79214,0.98411,0.98509,0.99075,0.95592,0.31253,0.18655,0.78607,0.001255,0.001255,0.001255
55,17606.5,0.34592,0.22955,0.79012,0.98423,0.9853,0.99085,0.95622,0.31147,0.18557,0.78587,0.00109,0.00109,0.00109
56,18659.4,0.34369,0.22633,0.79112,0.98272,0.98687,0.9909,0.95641,0.31065,0.18487,0.78565,0.000925,0.000925,0.000925
57,1663.96,0.33179,0.20855,0.78824,0.98429,0.98579,0.9909,0.95662,0.31058,0.18477,0.78561,0.00076,0.00076,0.00076
58,3292.18,0.33082,0.20673,0.7879,0.98424,0.98606,0.99101,0.95687,0.31044,0.18396,0.78558,0.000595,0.000595,0.000595
59,4585.77,0.33126,0.20592,0.78891,0.98527,0.98586,0.99104,0.95703,0.31037,0.18378,0.78559,0.00043,0.00043,0.00043
60,5756.29,0.33041,0.20708,0.78729,0.98484,0.98617,0.99105,0.95716,0.31028,0.18378,0.78559,0.000265,0.000265,0.000265
